ID,crop name,month,year,CorpId,climate,Latitude,Longitude,Pressure, Wind NE, Wind SW
EP031957,wheat,june,2018,75, HU,20.1N,112.5W,1011,0,0
EP031957,wheat,july,2018,75, HU,20.4N,113.1W,1011,0,0
EP031957,wheat,august,2018,75, HU,21.2N,114.2W,1011,0,0
EP031957,wheat,september,2018,75, HU,22.1N,115.2W,1011,0,0
EP031957,wheat,october,2018,75, HU,22.6N,115.6W,1011,0,0
EP031957,wheat,november,2018,75, HU,23.1N,116.0W,1012,0,0
EP031957,jute,december,2018,75, HU,23.5N,116.6W,1012,0,0
EP031957,maize,january,2018,75, HU,24.0N,117.3W,1012,0,0
EP031957,maize,february,2018,75, HU,24.7N,118.3W,1013,0,0
EP031957,maize,march,2018,75, HU,25.3N,119.3W,1009,0,0
EP031957,maize,april,2018,75, HU,25.8N,120.1W,1005,60,0
EP031957,maize,may,2018,75, HU,26.3N,120.6W,1005,60,0
EP031957,maize,june,2018,75, HU,27.1N,120.8W,1000,60,0
EP031957,maize,july,2018,75, HU,27.9N,120.8W,1000,50,0
EP031957,jute,august,2018,75, HU,28.5N,120.7W,1000,50,0
EP031957,jute,september,2018,75, HU,29.1N,120.4W,1000,40,0
CP011957,jute,october,2018,25, TD,15.0N,149.6W,1002,40,20
CP011957,jute,november,2018,45, TS,15.0N,150.5W,1004,40,20
CP011957,jute,december,2018,45, TS,15.1N,151.6W,1006,0,0
CP011957,jute,january,2018,45, TS,15.2N,152.6W,1008,0,0
CP011957,jute,february,2018,45, TS,15.3N,153.5W,1009,0,0
CP011957,jute,march,2018,45, TS,15.7N,154.7W,1009,0,0
CP011957,jute,april,2018,45, TS,16.2N,155.8W,1010,0,0
CP011957,jute,may,2018,45, TS,17.0N,157.0W,1011,0,0
CP011957,jute,june,2018,45, TS,17.7N,157.8W,1012,0,0
CP011957,jute,july,2018,45, TS,18.7N,159.1W,1012,0,0
CP011957,jute,august,2018,45, TS,19.7N,160.3W,1013,0,0
CP011957,jute,september,2018,45, TS,20.7N,161.7W,1013,0,0
CP011957,jute,october,2018,75, HU,21.7N,162.9W,1014,0,0
CP011957,wheat,november,2018,75, HU,22.0N,164.4W,1015,0,0
CP011957,wheat,december,2018,75, HU,23.0N,165.4W,1009,0,0
CP011957,wheat,january,2018,75, HU,23.8N,166.5W,1007,0,0
CP011957,wheat,february,2018,75, HU,24.4N,167.8W,1005,0,0
CP011957,wheat,march,2018,75, HU,24.6N,168.5W,1004,0,0
CP011957,wheat,april,2018,75, HU,25.0N,169.6W,1004,0,0
CP011957,wheat,may,2018,75, HU,25.0N,170.5W,1005,0,0
CP011957,wheat,june,2018,75, HU,25.0N,171.5W,1005,0,0
CP011957,wheat,july,2018,75, HU,25.1N,172.2W,1005,0,0
CP011957,wheat,august,2018,75, HU,25.3N,172.7W,1006,0,0
CP011957,wheat,september,2018,75, HU,25.4N,173.3W,1006,0,0
CP011957,wheat,october,2018,75, HU,25.3N,173.9W,1006,0,0
CP011957,wheat,november,2018,75, HU,25.0N,174.5W,1007,0,0
CP011957,wheat,december,2018,75, HU,24.7N,174.9W,1008,0,0
CP011957,wheat,january,2018,75, HU,24.3N,175.4W,1008,0,0
CP011957,wheat,february,2018,75, HU,23.7N,175.8W,1008,0,0
CP011957,jute,march,2018,75, HU,23.0N,176.2W,1008,0,0
CP011957,maize,april,2018,75, HU,22.3N,176.7W,1009,0,0
CP011957,maize,may,2018,75, HU,21.6N,177.5W,1006,0,0
CP011957,maize,june,2018,75, HU,21.0N,178.3W,1003,75,150
CP011957,maize,july,2018,75, HU,20.5N,179.2W,1000,75,150
CP011957,maize,august,2018,75, HU,20.1N,179.9E,995,75,120
CP011957,maize,september,2018,80, HU,19.7N,179.0E,992,75,90
CP011957,maize,october,2018,85, HU,19.4N,178.2E,990,90,90
CP011957,jute,november,2018,93, HU,19.4N,176.9E,986,90,90
CP011957,jute,december,2018,100, HU,19.7N,175.6E,979,100,100
CP011957,jute,january,2018,100, HU,20.2N,174.5E,975,120,120
CP011957,jute,february,2018,100, HU,20.8N,173.5E,973,120,120
CP011957,jute,march,2018,100, HU,21.4N,172.1E,966,125,125
CP011957,jute,april,2018,100, HU,22.0N,170.8E,970,125,125
CP011957,jute,may,2018,100, HU,22.7N,169.4E,970,125,125
CP011957,jute,june,2018,100, HU,23.3N,168.0E,970,125,125
CP011957,jute,july,2018,100, HU,23.8N,166.5E,972,125,125
CP011957,jute,august,2018,100, HU,24.2N,165.0E,974,125,125
CP011957,jute,september,2018,110, HU,24.8N,163.5E,978,120,115
EP041957,jute,october,2018,45, TS,15.3N,139.0W,981,120,115
EP041957,jute,november,2018,45, TS,15.5N,139.7W,983,100,100
EP041957,jute,december,2018,45, TS,15.8N,140.5W,988,90,90
EP041957,jute,january,2018,45, TS,16.3N,141.5W,995,75,75
EP041957,jute,february,2018,45, TS,16.7N,142.4W,1000,75,75
EP041957,jute,march,2018,45, TS,17.0N,143.0W,1000,75,75
EP041957,jute,april,2018,45, TS,17.3N,143.5W,1002,75,60
EP041957,jute,may,2018,45, TS,17.7N,144.1W,1002,75,60
EP041957,jute,june,2018,25, TD,18.0N,145.0W,1003,75,50
EP041957,jute,july,2018,25, TD,18.3N,145.7W,1005,75,50
EP051957,jute,august,2018,75, HU,15.0N,98.6W,1007,75,50
EP051957,jute,september,2018,75, HU,15.8N,99.4W,1007,70,50
EP051957,jute,october,2018,75, HU,16.3N,100.1W,1009,0,0
EP051957,jute,november,2018,75, HU,16.6N,100.7W,1009,0,0
EP051957,wheat,december,2018,75, HU,17.0N,101.3W,1009,0,0
EP051957,wheat,january,2018,75, EX,17.4N,101.7W,1009,0,0
EP051957,wheat,february,2018,75, EX,17.8N,102.0W,1009,0,0
EP051957,wheat,march,2018,75, EX,18.2N,102.3W,1009,0,0
EP061957,wheat,april,2018,45, TS,20.2N,108.6W,1009,0,0
EP061957,wheat,may,2018,45, TS,20.6N,108.3W,1009,0,0
EP061957,wheat,june,2018,45, TS,21.1N,108.2W,1009,0,0
EP061957,wheat,july,2018,45, TS,21.7N,108.3W,1009,0,0
EP061957,wheat,august,2018,45, TS,22.2N,108.5W,1009,0,0
EP061957,wheat,september,2018,45, TS,22.7N,108.6W,1009,0,0
EP061957,wheat,october,2018,45, TS,23.2N,108.7W,1009,0,0
EP061957,wheat,november,2018,45, TS,23.7N,108.7W,1009,0,0
EP061957,wheat,december,2018,45, TS,24.2N,108.6W,1009,0,0
EP061957,wheat,january,2018,45, TS,24.5N,108.9W,1009,0,0
EP061957,wheat,february,2018,45, TS,24.5N,109.5W,1009,0,0
CP021957,wheat,march,2018,45, TS,12.0N,162.0W,1008,0,0
CP021957,wheat,april,2018,45, TS,12.2N,163.0W,1012,0,0
CP021957,wheat,may,2018,45, TS,12.3N,163.9W,1012,0,0
CP021957,wheat,june,2018,45, TS,12.4N,164.8W,1007,30,30
CP021957,wheat,july,2018,45, TS,12.5N,166.0W,1005,40,30
CP021957,wheat,august,2018,45, TS,12.5N,166.9W,995,60,40
CP021957,wheat,september,2018,45, TS,12.6N,167.9W,990,120,95
CP021957,wheat,october,2018,45, TS,12.6N,168.9W,985,120,100
CP021957,wheat,november,2018,45, TS,12.6N,170.0W,960,140,110
CP021957,wheat,december,2018,45, TS,12.6N,171.1W,945,160,120
CP021957,wheat,january,2018,25, TD,12.7N,172.2W,945,160,120
CP021957,wheat,february,2018,25, TD,12.7N,173.5W,945,160,120
CP021957,jute,march,2018,25, TD,12.7N,175.5W,964,160,120
EP071957,maize,april,2018,45, TS,14.0N,100.5W,971,160,120
EP071957,maize,may,2018,45, TS,14.2N,101.0W,971,160,120
EP071957,maize,june,2018,45, TS,14.4N,102.4W,971,140,110
EP071957,maize,july,2018,45, TS,14.8N,102.9W,971,140,90
EP081957,maize,august,2018,75, HU,17.4N,119.4W,971,140,90
EP081957,maize,september,2018,75, HU,17.5N,119.9W,960,180,120
EP081957,maize,october,2018,75, HU,18.0N,120.4W,945,180,120
EP081957,jute,november,2018,75, HU,18.9N,120.9W,935,180,140
EP081957,jute,december,2018,75, HU,19.8N,121.2W,935,180,140
EP081957,jute,january,2018,75, HU,20.3N,120.6W,920,200,150
EP081957,jute,february,2018,75, HU,20.8N,119.7W,920,180,120
EP081957,jute,march,2018,75, HU,21.6N,119.2W,920,180,120
EP081957,jute,april,2018,75, HU,22.4N,118.7W,935,180,120
EP081957,jute,may,2018,75, HU,23.0N,117.0W,935,180,120
EP081957,jute,june,2018,75, HU,23.6N,115.2W,920,200,140
EP081957,jute,july,2018,75, HU,23.9N,114.5W,920,200,140
EP081957,jute,august,2018,75, HU,24.2N,113.7W,920,200,140
EP081957,jute,september,2018,75, HU,25.0N,112.8W,900,135,150
EP081957,jute,october,2018,75, HU,25.8N,111.9W,900,140,150
EP081957,jute,november,2018,75, HU,26.4N,111.2W,900,150,140
EP081957,jute,december,2018,75, HU,27.0N,110.5W,900,150,140
EP081957,jute,january,2018,25, EX,29.4N,109.1W,910,130,140
EP081957,jute,february,2018,20, LO,32.2N,107.5W,910,140,135
EP081957,jute,march,2018,20, LO,33.1N,106.5W,910,140,135
EP081957,jute,april,2018,20, LO,32.8N,105.9W,910,140,140
EP091957,jute,may,2018,75, HU,12.9N,102.9W,910,140,140
EP091957,jute,june,2018,75, HU,14.7N,103.5W,910,130,120
EP091957,jute,july,2018,75, HU,15.9N,104.2W,910,130,120
EP091957,jute,august,2018,75, HU,16.5N,105.2W,910,130,120
EP091957,jute,september,2018,75, HU,17.0N,106.0W,910,140,120
EP091957,jute,october,2018,75, HU,17.4N,106.2W,910,160,160
EP091957,jute,november,2018,75, HU,17.9N,106.3W,910,160,160
EP091957,wheat,december,2018,75, HU,18.5N,106.3W,910,160,160
EP091957,wheat,january,2018,75, HU,19.1N,106.3W,910,180,170
EP091957,wheat,february,2018,75, HU,19.8N,106.3W,910,180,170
EP091957,wheat,march,2018,75, HU,20.5N,106.3W,910,180,170
EP101957,wheat,april,2018,25, TD,16.0N,112.6W,910,155,170
EP101957,wheat,may,2018,25, TD,16.7N,111.9W,910,155,170
EP101957,wheat,june,2018,25, TD,17.5N,111.0W,927,175,170
EP101957,wheat,july,2018,45, TS,18.5N,110.0W,927,175,170
EP101957,wheat,august,2018,45, TS,19.7N,109.0W,927,175,170
EP101957,wheat,september,2018,120, HU,21.1N,108.0W,927,190,190
EP101957,wheat,october,2018,120, HU,22.6N,107.0W,927,180,180
EP101957,wheat,november,2018,45, EX,24.3N,106.4W,927,180,180
EP101957,wheat,december,2018,25, EX,26.3N,106.2W,927,160,160
CP031957,wheat,january,2018,45, TS,11.7N,162.5W,927,160,160
CP031957,wheat,february,2018,45, TS,12.4N,162.3W,927,160,160
CP031957,wheat,march,2018,45, TS,13.0N,161.8W,927,160,160
CP031957,wheat,april,2018,45, TS,13.7N,161.5W,958,150,150
CP031957,wheat,may,2018,75, HU,14.4N,161.3W,972,160,160
CP031957,wheat,june,2018,75, HU,14.9N,161.2W,976,160,160
CP031957,wheat,july,2018,75, HU,15.5N,160.9W,976,170,160
CP031957,wheat,august,2018,75, HU,16.2N,160.8W,980,170,160
CP031957,wheat,september,2018,75, HU,16.7N,160.7W,980,170,140
CP031957,wheat,october,2018,75, HU,17.4N,160.6W,980,170,140
CP031957,wheat,november,2018,75, HU,18.0N,160.5W,980,170,140
CP031957,wheat,december,2018,75, HU,18.6N,160.7W,980,170,140
CP031957,wheat,january,2018,75, HU,19.2N,160.8W,980,170,140
CP031957,wheat,february,2018,75, HU,20.4N,161.0W,980,0,0
CP031957,jute,march,2018,75, HU,21.4N,161.4W,1006,0,0
CP031957,maize,april,2018,75, HU,21.7N,162.7W,1004,150,100
CP031957,maize,may,2018,75, HU,21.4N,163.6W,1002,150,125
CP031957,maize,june,2018,75, HU,21.3N,163.9W,997,150,125
CP031957,maize,july,2018,75, HU,21.2N,164.4W,990,150,125
CP031957,maize,august,2018,75, HU,21.0N,164.7W,984,150,125
CP031957,maize,september,2018,75, HU,21.0N,165.2W,976,150,120
CP031957,maize,october,2018,75, HU,20.8N,166.1W,965,150,120
CP031957,jute,november,2018,75, HU,20.7N,167.1W,955,125,120
CP031957,jute,december,2018,75, HU,20.5N,168.1W,955,125,120
CP031957,jute,january,2018,75, HU,20.5N,169.0W,955,120,100
CP031957,jute,february,2018,75, HU,20.5N,170.0W,960,120,100
CP031957,jute,march,2018,75, HU,20.5N,171.0W,968,120,100
CP031957,jute,april,2018,75, HU,20.4N,172.2W,973,150,100
CP031957,jute,may,2018,45, TS,20.0N,173.0W,975,150,100
CP031957,jute,june,2018,45, TS,18.9N,173.3W,977,130,110
CP031957,jute,july,2018,25, TD,17.7N,173.3W,980,120,110
EP011958,jute,august,2018,75, HU,12.1N,98.0W,983,90,75
EP011958,jute,september,2018,75, HU,12.3N,99.0W,987,90,75
EP011958,jute,october,2018,75, HU,12.4N,99.8W,990,70,70
EP011958,jute,november,2018,75, HU,12.5N,100.2W,992,70,70
EP011958,jute,december,2018,75, HU,12.6N,100.7W,995,60,50
EP011958,jute,january,2018,75, HU,12.8N,101.3W,998,50,30
EP011958,wheat,february,2018,75, HU,13.0N,101.9W,1002,45,30
EP011958,wheat,march,2018,45, TS,13.1N,102.5W,1003,0,0
EP011958,wheat,april,2018,75, HU,13.3N,103.0W,1004,0,0
EP011958,wheat,may,2018,75, HU,13.6N,103.5W,1005,0,0
EP011958,wheat,june,2018,75, HU,14.0N,104.0W,1006,0,0
EP011958,wheat,july,2018,75, HU,14.3N,104.6W,1007,0,0
EP011958,wheat,august,2018,75, HU,14.7N,105.3W,1008,0,0
EP011958,wheat,september,2018,75, HU,15.0N,105.8W,1009,0,0
EP011958,wheat,october,2018,75, HU,15.4N,106.3W,1009,0,0
EP011958,wheat,november,2018,75, HU,16.0N,106.8W,1005,0,0
EP011958,wheat,december,2018,75, HU,16.7N,107.2W,1005,0,0
EP011958,wheat,january,2018,75, HU,17.1N,107.8W,1004,90,60
EP011958,wheat,february,2018,75, HU,17.4N,108.3W,1002,90,60
EP011958,wheat,march,2018,75, HU,17.7N,108.6W,997,90,60
EP011958,wheat,april,2018,75, HU,17.9N,109.0W,990,90,60
EP011958,wheat,may,2018,75, HU,18.0N,109.3W,980,90,60
EP011958,jute,june,2018,75, HU,18.2N,109.7W,965,110,90
EP011958,maize,july,2018,75, HU,18.4N,110.0W,962,110,100
EP011958,maize,august,2018,75, HU,18.6N,110.2W,960,110,100
EP011958,maize,september,2018,75, HU,18.7N,110.4W,950,120,120
EP011958,maize,october,2018,75, HU,18.9N,110.6W,948,120,120
EP011958,maize,november,2018,75, HU,19.1N,110.8W,950,120,120
EP011958,maize,december,2018,75, HU,19.3N,111.0W,950,100,100
EP011958,maize,january,2018,75, HU,19.5N,111.1W,960,90,90
EP011958,jute,february,2018,75, HU,19.7N,111.2W,968,90,90
EP011958,jute,march,2018,75, HU,19.9N,111.3W,968,90,90
EP011958,jute,june,2018,75, HU,20.2N,111.4W,955,90,90
EP011958,jute,july,2018,75, HU,20.9N,111.0W,955,90,90
EP011958,jute,august,2018,75, HU,21.7N,110.3W,958,75,60
EP011958,jute,september,2018,75, HU,22.3N,109.8W,958,75,60
EP011958,jute,october,2018,75, HU,22.9N,109.3W,958,-999,-999
EP011958,jute,november,2018,25, EX,23.3N,108.8W,962,75,60
EP011958,jute,december,2018,25, EX,23.5N,108.2W,975,75,60
EP011958,jute,january,2018,25, EX,23.6N,107.9W,985,75,60
EP011958,jute,february,2018,25, EX,23.5N,108.0W,988,75,60
EP021958,jute,march,2018,45, TS,12.5N,91.7W,990,75,75
EP021958,jute,april,2018,45, TS,13.1N,92.2W,992,75,75
EP021958,jute,may,2018,45, TS,13.7N,92.7W,996,60,60
EP021958,jute,june,2018,45, TS,14.2N,93.2W,1002,0,0
EP021958,jute,july,2018,45, TS,14.8N,93.7W,1004,0,0
EP021958,jute,august,2018,45, TS,15.4N,94.2W,1004,0,0
EP021958,jute,september,2018,45, TS,16.0N,94.7W,1007,0,0
EP021958,jute,october,2018,45, TS,16.6N,95.4W,1005,20,0
EP021958,jute,november,2018,45, TS,17.2N,96.2W,1000,50,40
EP031958,jute,december,2018,75, HU,17.6N,127.6W,994,50,40
EP031958,jute,january,2018,75, HU,17.6N,128.8W,990,45,45
EP031958,jute,february,2018,75, HU,17.7N,129.9W,987,50,50
EP031958,jute,march,2018,75, HU,17.9N,131.0W,985,60,60
EP031958,jute,april,2018,75, HU,18.1N,132.1W,987,60,60
EP031958,wheat,may,2018,75, HU,18.2N,133.4W,990,55,55
EP031958,wheat,june,2018,75, HU,18.2N,134.8W,992,45,45
EP031958,wheat,july,2018,75, HU,18.3N,135.8W,995,40,40
EP031958,wheat,august,2018,75, HU,18.4N,136.8W,998,40,40
EP031958,wheat,september,2018,75, HU,18.4N,137.6W,1003,40,40
EP031958,wheat,october,2018,75, HU,18.3N,138.3W,1004,35,35
EP041958,wheat,november,2018,75, HU,19.1N,125.1W,1005,30,30
EP041958,wheat,december,2018,75, HU,19.1N,126.2W,1007,0,0
EP041958,wheat,january,2018,75, HU,19.1N,127.3W,1009,0,0
EP041958,wheat,february,2018,75, HU,19.1N,128.5W,1009,0,0
EP041958,wheat,march,2018,75, HU,19.1N,129.7W,1009,0,0
EP041958,wheat,april,2018,75, HU,19.1N,130.7W,1005,0,45
EP041958,wheat,may,2018,75, HU,19.5N,131.6W,1006,30,30
EP041958,wheat,june,2018,75, HU,19.8N,132.0W,1007,0,0
EP041958,wheat,july,2018,75, HU,20.2N,132.3W,1007,0,0
EP041958,wheat,august,2018,75, HU,20.6N,132.7W,1007,0,0
EP041958,wheat,september,2018,75, HU,21.0N,133.0W,1007,0,0
EP041958,wheat,october,2018,75, HU,21.5N,133.2W,1007,0,0
EP041958,wheat,november,2018,75, HU,22.0N,133.4W,1005,30,0
EP041958,wheat,december,2018,75, HU,22.5N,133.7W,1003,30,30
EP041958,wheat,january,2018,75, HU,23.0N,134.0W,1004,30,30
EP041958,wheat,february,2018,75, HU,23.4N,134.3W,1005,30,50
EP041958,wheat,march,2018,75, HU,23.8N,134.6W,1007,0,0
EP051958,wheat,april,2018,45, TS,16.1N,100.1W,1007,0,0
EP051958,wheat,may,2018,45, TS,16.6N,101.3W,1007,0,0
EP051958,wheat,june,2018,45, TS,17.0N,102.4W,1008,0,0
EP051958,wheat,july,2018,45, TS,17.4N,103.5W,1009,0,0
EP051958,jute,august,2018,45, TS,17.8N,104.6W,1009,0,0
EP051958,maize,september,2018,45, TS,18.5N,106.1W,1009,0,0
EP051958,maize,october,2018,45, TS,19.3N,107.6W,1009,0,0
EP051958,maize,november,2018,45, TS,20.0N,108.8W,1009,0,0
EP051958,maize,december,2018,45, TS,20.7N,109.9W,1009,0,0
EP051958,maize,january,2018,45, TS,21.2N,110.9W,1009,0,0
EP051958,maize,february,2018,45, TS,21.7N,111.8W,1009,0,0
EP051958,maize,march,2018,45, TS,22.8N,113.3W,1006,0,0
EP051958,jute,april,2018,45, TS,23.9N,114.7W,1005,0,0
EP051958,jute,may,2018,45, TS,24.9N,115.9W,1000,60,75
EP051958,jute,june,2018,45, TS,25.8N,117.0W,999,75,75
EP061958,jute,july,2018,45, TS,16.8N,113.5W,997,75,75
EP061958,jute,august,2018,45, TS,17.4N,114.4W,997,75,90
EP061958,jute,september,2018,45, TS,17.9N,115.3W,994,75,75
EP061958,jute,october,2018,45, TS,18.5N,116.6W,987,75,75
EP061958,jute,november,2018,45, TS,19.0N,118.0W,985,75,75
CP011958,jute,december,2018,45, TS,19.7N,154.5W,975,100,100
CP011958,jute,january,2018,25, TD,19.8N,155.0W,960,100,100
CP011958,jute,february,2018,25, TD,20.0N,155.5W,952,100,100
CP011958,jute,march,2018,25, TD,20.1N,155.9W,954,90,100
CP011958,jute,april,2018,25, TD,20.2N,156.4W,954,-999,-999
CP011958,jute,may,2018,25, TD,20.3N,157.5W,978,75,75
CP011958,jute,june,2018,25, TD,20.3N,158.5W,990,40,75
CP011958,jute,july,2018,25, TD,20.0N,159.5W,1005,0,0
CP011958,jute,august,2018,25, TD,19.7N,160.4W,1006,0,0
EP071958,jute,september,2018,45, TS,17.4N,121.9W,1004,0,0
EP071958,jute,october,2018,45, TS,17.3N,123.0W,1003,0,60
EP071958,jute,november,2018,45, TS,17.3N,124.0W,1001,0,60
EP071958,jute,december,2018,45, TS,17.3N,124.9W,999,0,60
EP071958,jute,january,2018,45, TS,17.3N,125.9W,999,0,75
EP071958,jute,february,2018,45, TS,17.4N,127.1W,1000,0,75
EP071958,jute,march,2018,45, TS,17.5N,128.3W,1001,0,75
EP081958,jute,april,2018,75, HU,18.1N,111.9W,1001,0,75
EP081958,wheat,may,2018,75, HU,18.4N,112.6W,1002,0,0
EP081958,wheat,june,2018,75, HU,18.6N,113.3W,1003,0,0
EP081958,wheat,july,2018,75, HU,18.8N,114.0W,1004,0,0
EP081958,wheat,august,2018,75, HU,18.9N,114.7W,1005,0,0
EP081958,wheat,september,2018,75, HU,19.0N,115.4W,1005,0,0
EP081958,wheat,october,2018,75, HU,19.0N,116.2W,1006,0,0
EP081958,wheat,november,2018,75, HU,19.0N,116.7W,1007,0,0
EP081958,wheat,december,2018,75, HU,19.0N,117.2W,1007,0,0
EP081958,wheat,january,2018,90, HU,19.1N,117.6W,1007,0,0
EP081958,wheat,february,2018,75, HU,19.2N,118.1W,1007,0,0
EP081958,wheat,march,2018,75, HU,19.2N,118.6W,1007,0,0
EP081958,wheat,april,2018,75, HU,19.2N,119.1W,1008,0,0
EP081958,wheat,may,2018,75, HU,19.1N,119.6W,1009,0,0
EP081958,wheat,june,2018,75, HU,19.1N,120.0W,1009,0,0
EP081958,wheat,july,2018,75, HU,19.1N,120.5W,1009,0,0
EP081958,wheat,august,2018,75, HU,19.0N,121.0W,1009,0,0
EP081958,wheat,september,2018,75, HU,18.9N,121.6W,1009,0,0
EP081958,wheat,october,2018,75, HU,18.8N,122.2W,1008,0,0
EP081958,wheat,november,2018,75, HU,18.6N,123.1W,1008,0,0
EP081958,wheat,december,2018,75, HU,18.4N,123.9W,1008,0,0
EP081958,wheat,january,2018,75, HU,18.2N,124.7W,1008,0,0
EP081958,wheat,february,2018,75, HU,18.1N,125.5W,1008,0,0
EP081958,wheat,march,2018,75, HU,18.0N,126.2W,1008,0,0
EP081958,wheat,april,2018,75, HU,18.0N,126.9W,1008,0,0
EP081958,wheat,may,2018,75, HU,17.8N,127.5W,1008,0,0
EP081958,wheat,june,2018,75, HU,17.5N,128.1W,1008,0,0
EP091958,wheat,july,2018,45, TS,21.0N,108.0W,1009,0,0
EP091958,jute,august,2018,45, TS,21.6N,108.7W,1009,0,0
EP091958,maize,september,2018,45, TS,22.2N,109.3W,1009,0,0
EP091958,maize,october,2018,45, TS,22.8N,109.6W,1008,0,0
EP091958,maize,november,2018,45, TS,23.5N,110.0W,1007,0,0
EP091958,maize,december,2018,45, EX,25.2N,111.2W,1007,0,0
EP091958,maize,january,2018,45, EX,28.2N,113.4W,1007,0,0
EP101958,maize,february,2018,75, HU,15.6N,100.3W,1007,0,0
EP101958,maize,march,2018,75, HU,15.8N,100.8W,1007,0,0
EP101958,jute,april,2018,75, HU,16.0N,101.3W,1007,0,0
EP101958,jute,may,2018,75, HU,16.1N,101.8W,1007,0,0
EP101958,jute,june,2018,75, HU,16.3N,102.3W,1008,0,0
EP101958,jute,july,2018,75, HU,16.5N,102.8W,1008,0,0
EP101958,jute,august,2018,75, HU,16.7N,103.3W,1009,0,0
EP101958,jute,september,2018,75, HU,16.9N,103.9W,1009,0,0
EP101958,jute,october,2018,75, HU,17.0N,104.5W,1011,0,0
EP101958,jute,november,2018,75, HU,17.2N,104.9W,1011,0,0
EP101958,jute,december,2018,75, HU,17.4N,105.4W,1011,0,0
EP101958,jute,january,2018,75, HU,17.9N,106.2W,1010,0,0
EP101958,jute,february,2018,75, HU,18.6N,107.0W,1010,0,0
EP101958,jute,march,2018,75, HU,19.3N,107.6W,1010,0,0
EP101958,jute,april,2018,75, HU,20.0N,108.2W,1010,0,0
EP101958,jute,may,2018,75, HU,20.8N,108.9W,1010,0,0
EP101958,jute,june,2018,75, HU,21.9N,109.5W,1010,0,0
EP101958,wheat,july,2018,75, HU,23.4N,109.9W,1010,0,0
EP101958,wheat,august,2018,75, HU,25.0N,110.3W,1009,0,0
EP101958,wheat,september,2018,75, HU,26.4N,110.7W,1009,0,0
EP101958,wheat,october,2018,75, HU,27.9N,111.0W,1009,0,0
EP101958,wheat,november,2018,45, EX,29.4N,111.2W,1009,0,0
EP101958,wheat,december,2018,25, EX,31.0N,111.2W,1009,0,0
EP101958,wheat,january,2018,20, LO,32.3N,111.0W,1009,0,0
EP101958,wheat,february,2018,20, LO,33.4N,110.4W,1009,0,0
EP101958,wheat,march,2018,20, LO,33.9N,108.9W,1008,0,0
EP101958,wheat,april,2018,20, LO,33.8N,106.2W,1008,0,0
EP111958,wheat,may,2018,45, TS,14.7N,112.0W,1009,0,0
EP111958,wheat,june,2018,45, TS,14.8N,113.3W,1006,0,0
EP111958,wheat,july,2018,45, TS,14.9N,114.7W,1006,0,0
EP111958,wheat,august,2018,45, TS,15.0N,116.1W,1004,60,0
EP111958,wheat,september,2018,45, TS,15.0N,117.5W,1002,60,40
EP111958,wheat,october,2018,45, TS,15.0N,118.6W,1000,60,40
EP111958,jute,november,2018,45, TS,15.0N,119.8W,1002,60,40
EP111958,maize,december,2018,45, TS,15.0N,120.9W,1003,50,30
EP111958,maize,january,2018,45, TS,15.0N,122.0W,1004,0,0
EP111958,maize,february,2018,45, TS,15.0N,123.0W,1005,0,0
EP111958,maize,march,2018,45, TS,15.0N,123.9W,1006,0,0
EP121958,maize,april,2018,45, TS,18.4N,108.3W,1006,0,0
EP121958,maize,may,2018,45, TS,18.7N,108.1W,1006,0,0
EP121958,maize,june,2018,45, TS,19.0N,107.9W,1006,0,0
EP121958,jute,july,2018,45, TS,19.7N,106.6W,1006,0,0
EP121958,jute,august,2018,45, TS,20.4N,105.6W,1006,0,0
EP121958,jute,september,2018,25, TD,21.0N,104.8W,1006,0,0
EP011959,jute,october,2018,45, TS,17.1N,105.9W,1006,0,0
EP011959,jute,november,2018,45, TS,17.7N,106.4W,1006,0,0
EP011959,jute,december,2018,45, TS,18.3N,106.7W,1005,0,0
EP011959,jute,january,2018,45, TS,18.7N,106.7W,1005,0,0
EP011959,jute,february,2018,45, TS,19.2N,106.6W,1005,0,0
EP011959,jute,march,2018,45, TS,19.9N,106.4W,1005,0,0
EP011959,jute,april,2018,45, TS,20.7N,106.2W,1005,0,0
EP011959,jute,may,2018,45, TS,21.6N,106.1W,1004,0,0
EP011959,jute,june,2018,45, TS,22.6N,106.2W,1002,0,0
EP011959,jute,july,2018,45, EX,24.1N,107.3W,1001,0,0
EP011959,jute,august,2018,45, EX,26.2N,109.6W,1001,0,0
EP021959,jute,september,2018,45, TS,16.6N,104.1W,1000,0,0
EP021959,jute,october,2018,45, TS,17.1N,105.1W,1005,0,0
EP021959,jute,november,2018,45, TS,17.5N,106.0W,1005,0,0
EP021959,jute,december,2018,45, TS,17.9N,106.7W,1003,60,40
EP021959,jute,january,2018,45, TS,18.3N,107.3W,1001,70,50
EP021959,jute,february,2018,45, TS,18.8N,108.0W,1000,80,65
EP021959,jute,march,2018,45, TS,19.4N,108.7W,1001,70,60
EP021959,jute,april,2018,45, TS,19.9N,109.7W,1003,60,50
EP021959,jute,may,2018,45, TS,20.4N,111.1W,1004,0,0
EP031959,jute,june,2018,45, TS,12.2N,118.4W,1005,0,0
EP031959,jute,july,2018,45, TS,12.2N,119.3W,1006,0,0
EP031959,wheat,august,2018,45, TS,12.5N,120.2W,1007,0,0
EP031959,wheat,september,2018,45, TS,12.9N,120.7W,1007,0,0
